trial,width,offset,ext_offset,glitch_repeat,status,clean_output,output,fault_byte_count,fault_byte_positions_0_indexed
1,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
2,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
3,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
4,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
5,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
6,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
7,2,-3.5,63,1,no_response,010607050d020301,,0,
8,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
9,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
10,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
11,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
12,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
13,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
14,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
15,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
16,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
17,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
18,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
19,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
20,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
21,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
22,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
23,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
24,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
25,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
26,2,-3.5,63,1,fault,010607050d020301,0800000004070605,8,0;1;2;3;4;5;6;7
27,2,-3.5,63,1,fault,010607050d020301,0800000004070605,8,0;1;2;3;4;5;6;7
28,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
29,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
30,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
31,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
32,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
33,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
34,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
35,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
36,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
37,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
38,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
39,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
40,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
41,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
42,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
43,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
44,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
45,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
46,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
47,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
48,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
49,2,-3.5,63,1,normal,010607050d020301,010607050d020301,0,
50,2,-3.5,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
1,2,-3.4,63,1,normal,010607050d020301,010607050d020301,0,
2,2,-3.4,63,1,normal,010607050d020301,010607050d020301,0,
3,2,-3.4,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
4,2,-3.4,63,1,normal,010607050d020301,010607050d020301,0,
5,2,-3.4,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
6,2,-3.4,63,1,normal,010607050d020301,010607050d020301,0,
