trial,width,offset,ext_offset,repeat,status,randomness_hex,input_packet_hex,input_w0,input_w1,input_w2,input_w3,expected_output,glitched_output,fault_byte_count,fault_byte_positions_0_indexed,xor_diffs_hex
117,-10,14,64,5,fault,01010100,ebd57cca405268650afb95a82b4c50ad,0xca7cd5eb,0x65685240,0xa895fb0a,0xad504c2b,0141412520c64520,ebd57cca20c64520,4,0;1;2;3,ea;94;3d;ef
118,-10,14,64,5,fault,01010100,886556cdf0faa4110e78c9f8a480b402,0xcd566588,0x11a4faf0,0xf8c9780e,0x02b480a4,a181a5008919d5d8,886556cd8919d5d8,4,0;1;2;3,29;e4;f3;cd
119,-10,14,64,5,fault,01010100,8d31686acc9903896fbf4ede3c99a583,0x6a68318d,0x890399cc,0xde4ebf6f,0x83a5993c,0d9800814cb86bc0,8d31686a4cb86bc0,4,0;1;2;3,80;a9;68;eb
120,-10,14,64,5,fault,01010100,0171ddad0ce2c103b21f0d6a25bb9784,0xaddd7101,0x03c1e20c,0x6a0d1fb2,0x8497bb25,05a38000002398ae,0171ddad002398ae,4,0;1;2;3,04;d2;5d;ad
121,-10,14,64,5,fault,01010100,a5a8359cdbb22f93cb24a398b9152278,0x9c35a8a5,0x932fb2db,0x98a324cb,0x782215b9,98112310ea012310,a5a8359cea012310,4,0;1;2;3,3d;b9;16;8c
122,-10,14,64,5,fault,01010100,4fd3fd748673013ec8cf47d4638b1a9f,0x74fdd34f,0x3e017386,0xd447cfc8,0x9f1a8b63,0302011e8a025d54,4fd3fd748a025d54,4,0;1;2;3,4c;d1;fc;6a
123,-10,14,64,5,fault,01010100,1e27a10d0d2012229f7fb333babd8806,0x0da1271e,0x2212200d,0x33b37f9f,0x0688bdba,0921010208233227,1e27a10d08233227,4,0;1;2;3,17;06;a0;0f
124,-10,14,64,5,fault,01010100,d091be07e2c3fee0ff5f9c4b17f9be09,0x07be91d0,0xe0fec3e2,0x4b9c5fff,0x09bef917,03c0bf0023c2bf42,d091be0723c2bf42,4,0;1;2;3,d3;51;01;07
125,-10,14,64,5,fault,01010100,f761ac56cafe0cd3024d3a89ee55ca63,0x56ac61f7,0xd30cfeca,0x893a4d02,0x63ca55ee,cb550943e74da9c3,f761ac56e74da9c3,4,0;1;2;3,3c;34;a5;15
126,-10,14,64,5,fault,01010100,c71a2fd69e1f39c66c59d2cf603c8de7,0xd62f1ac7,0xc6391f9e,0xcfd2596c,0xe78d3c60,011d08c609181ec6,c71a2fd609181ec6,4,0;1;2;3,c6;07;27;10
127,-10,14,64,5,fault,01010100,4e48afa5419bc0bb1b77d63b6fd9dac4,0xa5af484e,0xbbc09b41,0x3bd6771b,0xc4dad96f,4098c180441acd9e,4e48afa5441acd9e,4,0;1;2;3,0e;d0;6e;25
128,-10,14,64,5,fault,01010100,e9cacfee7a887b35a8ce13aee44529a9,0xeecfcae9,0x357b887a,0xae13cea8,0xa92945e4,6101282161031822,e9cacfee61031822,4,0;1;2;3,88;cb;e7;cf
129,-10,14,64,5,fault,01010100,e566c04473d5d299ea21626e47d189c0,0x44c066e5,0x99d2d573,0x6e6221ea,0xc089d147,42d08180c660830c,e566c044c660830c,4,0;1;2;3,a7;b6;41;c4
130,-10,14,64,5,fault,01010100,29674e085259f27c68f39b83da3aa9e1,0x084e6729,0x7cf25952,0x839bf368,0xe1a93ada,5319a16061119100,29674e0861119100,4,0;1;2;3,7a;7e;ef;68
131,-10,14,64,5,fault,01010100,4d2d1d4459fbda3e7f9f5b07cf099160,0x441d2d4d,0x3edafb59,0x075b9f7f,0x609109cf,48089120589e5342,4d2d1d44589e5342,4,0;1;2;3,05;25;8c;64
132,-10,14,64,5,fault,01010100,b710aeaff90025904292f6d3cc794dc5,0xafae10b7,0x902500f9,0xd3f69242,0xc54d79cc,c9010480c7018f96,b710aeafc7018f96,4,0;1;2;3,7e;11;aa;2f
133,-10,14,64,5,fault,01010100,9bf8ad3386d7dc8ad7bff62254697c6c,0x33adf89b,0x8adcd786,0x22f6bfd7,0x6c7c6954,05405d0804465d00,9bf8ad3304465d00,4,0;1;2;3,9e;b8;f0;3b
134,-10,14,64,5,fault,01010100,f630d02fb7285281511e9a2f80f4eb80,0x2fd030f6,0x815228b7,0x2f9a1e51,0x80ebf480,81214380c029432e,f630d02fc029432e,4,0;1;2;3,77;11;93;af
135,-10,14,64,5,fault,01010100,83918350c5512d8a336f0ca50b9fc2ca,0x50839183,0x8a2d51c5,0xa50c6f33,0xcac29f0b,0010018a00d08fc0,8391835000d08fc0,4,0;1;2;3,83;81;82;da
136,-10,14,64,5,fault,01010100,ac2422791302a3f6c2f73be3ec86ef17,0x792224ac,0xf6a30213,0xe33bf7c2,0x17ef86ec,0103a2162f232292,ac2422792f232292,4,0;1;2;3,ad;27;80;6f
137,-10,14,64,5,fault,01010100,03b4aeea3bd23e3bceae40f464e8f7e1,0xeaaeb403,0x3b3ed23b,0xf440aece,0xe1f7e864,21c137210987a730,03b4aeea0987a730,4,0;1;2;3,22;75;99;cb
138,-10,14,64,5,fault,01010100,ea7441be6a445818c326195efdf8604a,0xbe4174ea,0x1858446a,0x5e1926c3,0x4a60f8fd,694141086951580c,ea7441be6951580c,3,0;1;3,83;35;b6
139,-10,14,64,5,fault,01010100,99662dccaeb28ce9a984666a9022aa77,0xcc2d6699,0xe98cb2ae,0x6a6684a9,0x77aa2290,81238961b0a70964,99662dccb0a70964,4,0;1;2;3,18;45;a4;ad
140,-10,14,64,5,fault,01010100,6a29541904dcdc2f499a6383eced930e,0x1954296a,0x2fdcdc04,0x83639a49,0x0e93edec,05cd910e21b8110a,6a29541921b8110a,4,0;1;2;3,6f;e4;c5;17
141,-10,14,64,5,fault,01010100,0c06881f22b2f8ed7c0cc1c3e40b96e1,0x1f88060c,0xedf8b222,0xc3c10c7c,0xe1960be4,210391e12907c1c3,0c06881f2907c1c3,4,0;1;2;3,2d;05;19;fe
142,-10,14,64,5,fault,01010100,c66d98f683dab3087e3a6b8fba2ae148,0xf6986dc6,0x08b3da83,0x8f6b3a7e,0x48e12aba,830ba008c71baace,c66d98f6c71baace,4,0;1;2;3,45;66;38;fe
143,-10,14,64,5,fault,01010100,937ee3ce52689db19ff66b15a09a44b7,0xcee37e93,0xb19d6852,0x156bf69f,0xb7449aa0,010905b1000d2b93,937ee3ce000d2b93,4,0;1;2;3,92;77;e6;7f
144,-10,14,64,5,fault,01010100,8632991c8c811b3bfa852270b377836f,0x1c993286,0x3b1b818c,0x702285fa,0x6f8377b3,8100022b89b2822c,8632991c89b2822c,4,0;1;2;3,07;32;9b;37
145,-10,14,64,5,fault,01010100,ef8e2e9dec9028bc4e580a15c8343746,0x9d2e8eef,0xbc2890ec,0x150a584e,0x463734c8,c9112104cb1d2505,ef8e2e9dcb1d2505,4,0;1;2;3,26;9f;0f;99
146,-10,14,64,5,fault,01010100,7321edcfba128816e6c49d4bdc34dfe5,0xcfed2173,0x168812ba,0x4b9dc4e6,0xe5df34dc,991189049121c98c,7321edcf9121c98c,4,0;1;2;3,ea;30;64;cb
147,-10,14,64,5,fault,01010100,50c05439d46627fed236c8b33e229e59,0x3954c050,0xfe2766d4,0xb3c836d2,0x599e223e,152307589127559a,50c054399127559a,4,0;1;2;3,45;e3;53;61
148,-10,14,64,5,fault,01010100,5a2dedb4f4e3cd36402d02dfeac9c45d,0xb4ed2d5a,0x36cde3f4,0xdf022d40,0x5dc4c9ea,e1c0c5144b04c596,5a2dedb44b04c596,4,0;1;2;3,bb;ed;28;a0
149,-10,14,64,5,fault,01010100,813148cbe7ac2d782c2bf059706eab91,0xcb483181,0x782dace7,0x59f02b2c,0x91ab6e70,612d281025286990,813148cb25286990,4,0;1;2;3,e0;1c;60;db
150,-10,14,64,5,fault,01010100,5a707f2d881975383cb123bcb513d0e2,0x2d7f705a,0x38751988,0xbc23b13c,0xe2d013b5,8110512001305334,5a707f2d01305334,4,0;1;2;3,db;60;2e;0d
151,-10,14,64,5,fault,01010100,b66ca3edbd12f22ca9e438e16f615553,0xeda36cb6,0x2cf212bd,0xe138e4a9,0x5355616f,2c0151002e051080,b66ca3ed2e051080,4,0;1;2;3,9a;6d;f2;ed
152,-10,14,64,5,fault,01010100,85f37a9bd8fedec794e6af2ef0e6ddc6,0x9b7af385,0xc7defed8,0x2eafe694,0xc6dde6f0,d1e7ddc695e7fd8e,85f37a9b95e7fd8e,4,0;1;2;3,54;14;a7;5d
153,-10,14,64,5,fault,01010100,d7b8b30121ee7b8bf526663ae5a77cea,0x01b3b8d7,0x8b7bee21,0x3a6626f5,0xea7ca7e5,20a7798a30a7710a,d7b8b30130a7710a,4,0;1;2;3,f7;1f;ca;8b
154,-10,14,64,5,fault,01010100,7322a8017a082e04cd29cebcd866d38d,0x01a82273,0x042e087a,0xbcce29cd,0x8dd366d8,59010304580b0705,7322a801580b0705,4,0;1;2;3,2a;23;ab;05
155,-10,14,64,5,fault,01010100,c2b5c8aee09b36ebc9cf0bfaff02f6ae,0xaec8b5c2,0xeb369be0,0xfa0bcfc9,0xaef602ff,e10337aac30fcbee,c2b5c8aec30fcbee,4,0;1;2;3,23;b6;ff;04
156,-10,14,64,5,fault,01010100,6a7f04565de2f1ff023b74822e10f2d3,0x56047f6a,0xfff1e25d,0x82743b02,0xd3f2102e,0d01f1d3290875d2,6a7f0456290875d2,4,0;1;2;3,67;7e;f5;85
157,-10,14,64,5,fault,01010100,4b0e1a815f6b7d16d509e397de3bfd1f,0x811a0e4b,0x167d6b5f,0x97e309d5,0x1ffd3bde,5f2a7c165f0a7a96,4b0e1a815f0a7a96,4,0;1;2;3,14;24;66;97
158,-10,14,64,5,fault,01010100,c2edb6fc18279e8a08dd1a9ceffdc1a6,0xfcb6edc2,0x8a9e2718,0x9c1add08,0xa6c1fdef,09248182cb2489b0,c2edb6fccb2489b0,4,0;1;2;3,cb;c9;37;7e
159,-10,14,64,5,fault,01010100,9e12ddf29684b16a39a27519c7b28253,0xf2dd129e,0x6ab18496,0x1975a239,0x5382b2c7,878181428f91e54a,9e12ddf28f91e54a,4,0;1;2;3,19;93;5c;b0
160,-10,14,64,5,fault,01010100,91d2de2a8bbc1e34e502329b766cc974,0x2aded291,0x341ebc8b,0x9b3202e5,0x74c96c76,032d09341143c93a,91d2de2a1143c93a,4,0;1;2;3,92;ff;d7;1e
161,-10,14,64,5,fault,01010100,c8b1d58320a2282bc67fcd50e4854bf1,0x83d5b1c8,0x2b28a220,0x50cd7fc6,0xf14b85e4,2181092101938d81,c8b1d58301938d81,4,0;1;2;3,e9;30;dc;a2
162,-10,14,64,5,fault,01010100,ae81ef9f85ff75af9165290f6e884d26,0x9fef81ae,0xaf75ff85,0x0f296591,0x264d886e,058944262ee54406,ae81ef9f2ee54406,4,0;1;2;3,ab;08;ab;b9
163,-10,14,64,5,fault,01010100,17dc6f5270d6f1edf0378c2bc7efdb71,0x526fdc17,0xedf1d670,0x2b8c37f0,0x71dbefc7,41c7d06166cfc67b,17dc6f5266cfc67b,4,0;1;2;3,56;1b;bf;33
164,-10,14,64,5,fault,01010100,43727db0ed0c70c0db9cc17b52c89738,0xb07d7243,0xc0700ced,0x7bc19cdb,0x3897c852,41091100c95d1540,43727db0c95d1540,4,0;1;2;3,02;7b;6c;b0
165,-10,14,64,5,fault,01010100,b69fa0e32c77de11f6434c4d9250f151,0xe3a09fb6,0x11de772c,0x4d4c43f6,0x51f15092,0151d1110151ed01,b69fa0e30151ed01,4,0;1;2;3,b7;ce;71;f2
166,-10,14,64,5,fault,01010100,12abffb02564a0c8bd5d09390e72b15c,0xb0ffab12,0xc8a06425,0x39095dbd,0x5cb1720e,0561a148366eb928,12abffb0366eb928,4,0;1;2;3,17;ca;5e;f8
167,-10,14,64,5,fault,01010100,1bd05e1aabedc51d0b76c8bc21d3e821,0x1a5ed01b,0x1dc5edab,0xbcc8760b,0x21e8d321,20c0c10100e5c104,1bd05e1a00e5c104,4,0;1;2;3,3b;10;9f;1b
168,-10,14,64,5,fault,01010100,4dfa57c15285d27a0ff6244634f81371,0xc157fa4d,0x7ad28552,0x4624f60f,0x7113f834,118113700a8f1643,4dfa57c10a8f1643,4,0;1;2;3,5c;7b;44;b1
169,-10,14,64,5,fault,01010100,09048de935358b1554fa2e7ebeb28bf0,0xe98d0409,0x158b3535,0x7e2efa54,0xf08bb2be,35318a101d318e9c,09048de91d318e9c,4,0;1;2;3,3c;35;07;f9
170,-10,14,64,5,fault,01010100,7a1db9836ac7626583134e532a787ea5,0x83b91d7a,0x6562c76a,0x534e1383,0xa57e782a,2b4163252b0b73c3,7a1db9832b0b73c3,4,0;1;2;3,51;5c;da;a6
171,-10,14,64,5,fault,01010100,07baea71ecc219634810b098c1126fb5,0x71eaba07,0x6319c2ec,0x98b01048,0xb56f12c1,c10308214803db21,07baea714803db21,4,0;1;2;3,c6;b9;e2;50
172,-10,14,64,5,fault,01010100,74350dae2e45ad22eed1ddb1eab1039d,0xae0d3574,0x22ad452e,0xb1ddd1ee,0x9d03b1ea,2b0000002b60800c,74350dae2b60800c,4,0;1;2;3,5f;35;0d;ae
173,-10,14,64,5,fault,01010100,eb89a92e4c8348e502b6c587452ebb71,0x2ea989eb,0xe548834c,0x87c5b602,0x71bb2e45,45030961420b69a3,eb89a92e420b69a3,4,0;1;2;3,ae;8a;a0;4f
174,-10,14,64,5,fault,01010100,959dcc4f0be1bbb92651f83af04afa8a,0x4fcc9d95,0xb9bbe10b,0x3af85126,0x8afa4af0,0141bb889759b938,959dcc4f9759b938,4,0;1;2;3,94;dc;77;c7
175,-10,14,64,5,fault,01010100,d84274eb2ec00b932ad079673cfb33b2,0xeb7442d8,0x930bc02e,0x6779d02a,0xb233fb3c,2dc102923bc348c2,d84274eb3bc348c2,4,0;1;2;3,f5;83;76;79
176,-10,14,64,5,fault,01010100,2d68ab21b63ca525da3caa557e947eb8,0x21ab682d,0x25a53cb6,0x55aa3cda,0xb87e947e,37152520b7152124,2d68ab21b7152124,4,0;1;2;3,1a;7d;8e;01
177,-10,14,64,5,fault,01010100,e0687b8873180576c2861e98fc8c1b8a,0x887b68e0,0x76051873,0x981e86c2,0x8a1b8cfc,7109000263090410,e0687b8863090410,4,0;1;2;3,91;61;7b;8a
178,-10,14,64,5,fault,01010100,7a58af80694e5555b0b6b4e92ab62291,0x80af587a,0x55554e69,0xe9b4b6b0,0x9122b62a,290701113b079341,7a58af803b079341,4,0;1;2;3,53;5f;ae;91
179,-10,14,64,5,fault,01010100,909d71af208c8eaa7ab98237feec47e2,0xaf719d90,0xaa8e8c20,0x3782b97a,0xe247ecfe,218d07a2a19cc2a7,909d71afa19cc2a7,4,0;1;2;3,b1;10;76;0d
180,-10,14,64,5,fault,01010100,11631a9afe86c3a16653e8db6c7d5e21,0x9a1a6311,0xa1c386fe,0xdbe85366,0x215e7d6c,6d0543216721d31b,11631a9a6721d31b,4,0;1;2;3,7c;66;59;bb
181,-10,14,64,5,fault,01010100,a28e9f8c792eb219cfcea1538458e672,0x8c9f8ea2,0x19b22e79,0x53a1cecf,0x72e65884,0109a3104a89a611,a28e9f8c4a89a611,4,0;1;2;3,a3;87;3c;9c
182,-10,14,64,5,fault,01010100,ce5027355d638ad895b5ef9787cfd21e,0x352750ce,0xd88a635d,0x97efb595,0x1ed2cf87,044283181670ae91,ce5027351670ae91,4,0;1;2;3,ca;12;a4;2d
183,-10,14,64,5,fault,01010100,63476fca289b7e497173939c949e7029,0xca6f4763,0x497e9b28,0x9c937371,0x29709e94,019b710940577088,63476fca40577088,4,0;1;2;3,62;dc;1e;c3
184,-10,14,64,5,fault,01010100,ef0ff3d6285da496b33a9ad389e202b9,0xd6f30fef,0x96a45d28,0xd39a3ab3,0xb902e289,094101900b1111d0,ef0ff3d60b1111d0,4,0;1;2;3,e6;4e;f2;46
185,-10,14,64,5,fault,01010100,24e820b50235bb35ebd3342e2cd4cb9a,0xb520e824,0x35bb3502,0x2e34d3eb,0x9acbd42c,01158a1007101190,24e820b507101190,4,0;1;2;3,25;fd;aa;a5
186,-10,14,64,5,fault,01010100,1d38b8d1cc8345e1b0b72a94a4aefa17,0xd1b8381d,0xe14583cc,0x942ab7b0,0x17faaea4,85834101959a9101,1d38b8d1959a9101,4,0;1;2;3,98;bb;f9;d0
187,-10,14,64,5,fault,01010100,6864ca7e2239e4ca44ff208d800ba179,0x7eca6468,0xcae43922,0x8d20ff44,0x79a10b80,0108a148415ca1fc,6864ca7e415ca1fc,4,0;1;2;3,69;6c;6b;36
188,-10,14,64,5,fault,01010100,d6403d5fcf3be907b425872f31616466,0x5f3d40d6,0x07e93bcf,0x2f8725b4,0x66646131,002061060160a14e,d6403d5f0160a14e,4,0;1;2;3,d6;60;5c;59
189,-10,14,64,5,fault,01010100,8768e768c7835966013681d55946093e,0x68e76887,0x665983c7,0xd5813601,0x3e094659,400308260063802c,8768e7680063802c,4,0;1;2;3,c7;6b;ef;4e
190,-10,14,64,5,fault,01010100,2b9af4d5c5ca4ea0d7fe011664ce7fcf,0xd5f49a2b,0xa04ecac5,0x1601fed7,0xcf7fce64,45cb4f80e7db75d1,2b9af4d5e7db75d1,4,0;1;2;3,6e;51;bb;55
191,-10,14,64,5,fault,01010100,03353618ca6c50e3f079666f48b0cdfb,0x18363503,0xe3506cca,0x6f6679f0,0xfbcdb048,492141e3c1686373,03353618c1686373,4,0;1;2;3,4a;14;77;fb
192,-10,14,64,5,fault,01010100,1de1267403d195bebeb5759fa99d9448,0x7426e11d,0xbe95d103,0x9f75b5be,0x48949da9,0090950816b034ca,1de1267416b034ca,4,0;1;2;3,1d;71;b3;7c
193,-10,14,64,5,fault,01010100,c2c2beeb64edd36b3b31eb6a4aeb8dae,0xebbec2c2,0x6bd3ed64,0x6aeb313b,0xae8deb4a,41e8802a61e2e4aa,c2c2beeb61e2e4aa,4,0;1;2;3,83;2a;3e;c1
194,-10,14,64,5,fault,01010100,308c0421174ce9e9e450f5d69af6630e,0x21048c30,0xe9e94c17,0xd6f550e4,0x0e63f69a,1345600835c5e4c0,308c042135c5e4c0,4,0;1;2;3,23;c9;64;29
195,-10,14,64,5,fault,01010100,e18e7a95af5c79c91d5cef0b7c4437e3,0x957a8ee1,0xc9795caf,0x0bef5c1d,0xe337447c,2d4530c16d553089,e18e7a956d553089,4,0;1;2;3,cc;cb;4a;54
196,-10,14,64,5,fault,01010100,b988e59a6e67e582e669c3dcbb29bf77,0x9ae588b9,0x82e5676e,0xdcc369e6,0x77bf29bb,2b20a4027e60a40a,b988e59a7e60a40a,4,0;1;2;3,92;a8;41;98
197,-10,14,64,5,fault,01010100,35035e86d5d1dcb988ebe44cf91ffc8d,0x865e0335,0xb9dcd1d5,0x4ce4eb88,0x8dfc1ff9,d010dd89b0c0dd88,35035e86b0c0dd88,4,0;1;2;3,e5;13;83;0f
198,-10,14,64,5,fault,01010100,67d1d4b446b68cbee9d325abeb6dee05,0xb4d4d167,0xbe8cb646,0xab25d3e9,0x05ee6deb,43258d044303c50e,67d1d4b44303c50e,4,0;1;2;3,24;f4;59;b0
199,-10,14,64,5,fault,01010100,ec9994a168abadd1ae1e549238928296,0xa19499ec,0xd1adab68,0x92541eae,0x96829238,29838190ad839190,ec9994a1ad839190,4,0;1;2;3,c5;1a;15;31
200,-10,14,64,5,fault,01010100,cce059037c2631eb200b519e824529b5,0x0359e0cc,0xeb31267c,0x9e510b20,0xb5294582,010520a1a1434889,cce05903a1434889,4,0;1;2;3,cd;e5;79;a2
201,-10,14,64,5,fault,01010100,c4331e73a8321dc5521b727c09b88dd6,0x731e33c4,0xc51d32a8,0x7c721b52,0xd68db809,09310cc441300f66,c4331e7341300f66,4,0;1;2;3,cd;02;12;b7
202,-10,14,64,5,fault,01010100,91b23439f0c88a1d1d8406cdcd12fd00,0x3934b291,0x1d8ac8f0,0xcd06841d,0x00fd12cd,c101890081133304,91b2343981133304,4,0;1;2;3,50;b3;bd;39
203,-10,14,64,5,fault,01010100,081de41d70b7b68986f602cf6acdb381,0x1de41d08,0x89b6b770,0xcf02f686,0x81b3cd6a,6184b38109aea385,081de41d09aea385,4,0;1;2;3,69;99;57;9c
204,-10,14,64,5,fault,01010100,7bd85935aeefa7bfc89dd8d3a1f012ef,0x3559d87b,0xbfa7efae,0xd3d89dc8,0xef12f0a1,a1e103afe0c4c9a7,7bd85935e0c4c9a7,4,0;1;2;3,da;39;5a;9a
205,-10,14,64,5,fault,01010100,3dc32e8697ca3e6c9f384b106f1cb72f,0x862ec33d,0x6c3eca97,0x104b389f,0x2fb71c6f,0609372ca6092706,3dc32e86a6092706,4,0;1;2;3,3b;ca;19;aa
206,-10,14,64,5,fault,01010100,8ba8e45a693ebae989a8681dbfa874fc,0x5ae4a88b,0xe9ba3e69,0x1d68a889,0xfc74a8bf,282931e80a292d49,8ba8e45a0a292d49,4,0;1;2;3,a3;81;d5;b2
207,-10,14,64,5,fault,01010100,ea9cab7912a0e5fec7043ae59c6206aa,0x79ab9cea,0xfee5a012,0xe53a04c7,0xaa06629c,112105aa490509ad,ea9cab79490509ad,4,0;1;2;3,fb;bd;ae;d3
208,-10,14,64,5,fault,01010100,414a0277249cccb30218e14196ee885d,0x77024a41,0xb3cc9c24,0x41e11802,0x5d88ee96,058d8911015bc115,414a0277015bc115,4,0;1;2;3,44;c7;8b;66
209,-10,14,64,5,fault,01010100,73042e2dfc8a71785953ebcec65d79ee,0x2d2e0473,0x78718afc,0xceeb5359,0xee795dc6,c50970684a076268,73042e2d4a076268,4,0;1;2;3,b6;0d;5e;45
210,-10,14,64,5,fault,01010100,eba3d837314f2e6fb88c32df78aabf5b,0x37d8a3eb,0x6f2e4f31,0xdf328cb8,0x5bbfaa78,310b2f4bf12fab4b,eba3d837f12fab4b,4,0;1;2;3,da;a8;f7;7c
211,-10,14,64,5,fault,01010100,435eba5344319f52bc6641f4d895dea3,0x53ba5e43,0x529f3144,0xf44166bc,0xa3de95d8,41109f0245739a03,435eba5345739a03,4,0;1;2;3,02;4e;25;51
212,-10,14,64,5,fault,01010100,5907723257d10437c5aecccd81eba86c,0x32720759,0x3704d157,0xcdccaec5,0x6ca8eb81,00c0012404846525,5907723204846525,4,0;1;2;3,59;c7;73;16
213,-10,14,64,5,fault,01010100,efcdda6419cd8fde7e46aabf48707ec2,0x64dacdef,0xde8fcd19,0xbfaa467e,0xc27e7048,09410fc23f415bfa,efcdda643f415bfa,4,0;1;2;3,e6;8c;d5;a6
214,-10,14,64,5,fault,01010100,b8a2e5c3eee099e67b407624b909cb63,0xc3e5a2b8,0xe699e0ee,0x2476407b,0x63cb09b9,a9018862eb41b467,b8a2e5c3eb41b467,4,0;1;2;3,11;a3;6d;a1
215,-10,14,64,5,fault,01010100,814f3d9148cc6195ef2628ee75ad84be,0x913d4f81,0x9561cc48,0xee2826ef,0xbe84ad75,418d0194c90e0d94,814f3d91c90e0d94,4,0;1;2;3,c0;c2;3c;05
216,-10,14,64,5,fault,01010100,49a5be121661e801c138db628c4b7712,0x12bea549,0x01e86116,0x62db38c1,0x12774b8c,0540610048006510,49a5be1248006510,4,0;1;2;3,4c;e5;df;12
217,-10,14,64,5,fault,01010100,632bcbcaaaf434c4935a12a03eee3595,0xcacb2b63,0xc434f4aa,0xa0125a93,0x9535ee3e,2be53584a2711280,632bcbcaa2711280,4,0;1;2;3,48;ce;fe;4e
218,-10,14,64,5,fault,01010100,f840838130101d125e1496075f9d64c3,0x818340f8,0x121d1030,0x0796145e,0xc3649d5f,1111050211119782,f840838111119782,4,0;1;2;3,e9;51;86;83
219,-10,14,64,5,fault,01010100,21058fc3aad817312afdf3977c9b7d26,0xc38f0521,0x3117d8aa,0x97f3fd2a,0x267d9b7c,299914202bdd9c90,21058fc32bdd9c90,4,0;1;2;3,08;9c;9b;e3
220,-10,14,64,5,fault,01010100,fa82c99593040563a06acd1361a6a84f,0x95c982fa,0x63050493,0x13cd6aa0,0x4fa8a661,0005014341814517,fa82c99541814517,4,0;1;2;3,fa;87;c8;d6
221,-10,14,64,5,fault,01010100,aeac12ab990d2d8f407914b6bdea48d3,0xab12acae,0x8f2d0d99,0xb6147940,0xd348eabd,98090983ad8815a7,aeac12abad8815a7,4,0;1;2;3,36;a5;1b;28
222,-10,14,64,5,fault,01010100,416d2b427b684a3bc927468888356298,0x422b6d41,0x3b4a687b,0x884627c9,0x98623588,0921431809216308,416d2b4209216308,4,0;1;2;3,48;4c;68;5a
223,-10,14,64,5,fault,01010100,37435145d01f389e9aa300ed5112e442,0x45514337,0x9e381fd0,0xed00a39a,0x42e41251,5113210292034189,3743514592034189,4,0;1;2;3,66;50;70;47
224,-10,14,64,5,fault,01010100,eaa1074c7df00756f04ec3346caabc9a,0x4c07a1ea,0x5607f07d,0x34c34ef0,0x9abcaa6c,6da10512f9e10518,eaa1074cf9e10518,3,0;2;3,87;02;5e
225,-10,14,64,5,fault,01010100,a5f889889ae8ce78740eef089b7e3ea1,0x8889f8a5,0x78cee89a,0x08ef0e74,0xa13e7e9b,9b690f20b4794e80,a5f88988b4794e80,4,0;1;2;3,3e;91;86;a8
226,-10,14,64,5,fault,01010100,6165aa57ad61d3de3830da23f835af0e,0x57aa6561,0xded361ad,0x23da3038,0x0eaf35f8,a920820e6924f307,6165aa576924f307,4,0;1;2;3,c8;45;28;59
227,-10,14,64,5,fault,01010100,1ad2ab0aac1d46af08bac56e11c9c28d,0x0aabd21a,0xaf461dac,0x6ec5ba08,0x8dc2c911,0108438d114b462c,1ad2ab0a114b462c,4,0;1;2;3,1b;da;e8;87
228,-10,14,64,5,fault,01010100,5f2fbbd2842b704c8d4107661b9fa614,0xd2bb2f5f,0x4c702b84,0x6607418d,0x14a69f1b,010a2104930ea016,5f2fbbd2930ea016,4,0;1;2;3,5e;25;9a;d6
229,-10,14,64,5,fault,01010100,d54c4fcb9c453d27c1223b8ba48d0704,0xcb4f4cd5,0x273d459c,0x8b3b22c1,0x04078da4,85040404c40d3488,d54c4fcbc40d3488,4,0;1;2;3,50;48;4b;cf
230,-10,14,64,5,fault,01010100,a9d85f57281b4f9b7b6c3c8c974ebdeb,0x575fd8a9,0x9b4f1b28,0x8c3c6c7b,0xebbd4e97,010b0c8b81090ccf,a9d85f5781090ccf,4,0;1;2;3,a8;d3;53;dc
231,-10,14,64,5,fault,01010100,6459c6dd8ccc4aa784797eb4f7555dd8,0xddc65964,0xa74acc8c,0xb47e7984,0xd85d55f7,85454980e54149e8,6459c6dde54149e8,4,0;1;2;3,e1;1c;8f;5d
232,-10,14,64,5,fault,01010100,5a7603d620258c730b0d5cf02811c5c1,0xd603765a,0x738c2520,0xf05c0d0b,0xc1c51128,2100854103100c60,5a7603d603100c60,4,0;1;2;3,7b;76;86;97
233,-10,14,64,5,fault,01010100,ebd4646692eb62e2662bb8a66f9e090b,0x6664d4eb,0xe262eb92,0xa6b82b66,0x0b099e6f,038b01020abe0186,ebd464660abe0186,4,0;1;2;3,e8;5f;65;64
234,-10,14,64,5,fault,01010100,2757b043be92a7bfd2b53e4abe309e85,0x43b05727,0xbfa792be,0x4a3eb5d2,0x859e30be,bf118785b7948749,2757b043b7948749,4,0;1;2;3,98;46;37;c6
235,-10,14,64,5,fault,01010100,e30501c435230573c274cfa4d80af3d5,0xc40105e3,0x73052335,0xa4cf74c2,0xd5f30ad8,1103005103250460,e30501c403250460,4,0;1;2;3,f2;06;01;95
236,-10,14,64,5,fault,01010100,6af303768aac53b2890350262d9fdc46,0x7603f36a,0xb253ac8a,0x26500389,0x46dc9f2d,098d5102a9915142,6af30376a9915142,4,0;1;2;3,63;7e;52;74
237,-10,14,64,5,fault,01010100,1eb65ba452ec6c0ce39e0c0b87eb7859,0xa45bb61e,0x0c6cec52,0x0b0c9ee3,0x5978eb87,03e9690847b95d08,1eb65ba447b95d08,4,0;1;2;3,1d;5f;32;ac
